customer_id,recencia,frecuencia,monto,cluster
12507,135,4,1844.06,1
12508,27,2,398.27,1
12509,285,1,176.5,1
12510,143,9,5178.02,1
12511,429,1,3084.02,1
12512,67,2,138.03,1
12513,113,1,612.29,1
12514,268,2,1597.76,1
12515,354,1,383.7,1
12516,78,4,2648.62,1
12517,29,5,2502.84,1
12518,1,5,2056.89,1
12519,64,2,726.54,1
12520,80,5,2634.26,1
12521,143,1,599.68,1
12522,40,2,192.72,1
12523,20,23,4372.15,1
12524,10,17,11126.11,1
12525,499,3,973.73,1
12526,1,3,1316.66,1
12527,82,5,735.51,1
12528,10,6,1933.48,1
12529,529,1,316.48,1
12530,60,9,3759.26,1
12531,15,2,1933.2,1
12532,31,1,349.83000000000004,1
12533,628,2,1367.89,1
12534,131,1,1089.18,1
12535,92,2,716.35,1
12536,44,3,12601.830000000002,1
12537,409,1,732.94,1
12538,30,2,640.45,1
12539,23,7,11214.75,1
12540,20,33,22254.49,1
12541,30,3,981.18,1
12542,485,2,481.88,1
12543,449,1,980.25,1
12544,37,1,372.7,1
12545,76,2,1000.39,1
12546,47,2,1161.5,1
12547,198,3,383.58,1
12548,167,1,95.19999999999999,1
12549,576,6,1575.68,1
12550,80,1,964.83,1
12551,358,1,168.0,1
12552,39,2,437.82,1
12553,9,12,4608.75,1
12554,449,1,468.5,1
12555,683,1,129.23,1
12556,51,2,603.71,1
12557,17,8,18716.14,1
12558,8,1,269.96,1
12559,311,2,561.71,1
12560,6,3,2134.01,1
12561,303,1,238.85,1
12562,9,9,4966.92,1
12563,409,1,249.24,1
12564,262,1,456.9,1
12565,289,1,145.92,1
12566,87,1,351.65,1
12567,23,15,13709.86,1
12568,645,1,70.0,1
12569,3,32,4124.69,1
12570,683,1,77.52,1
12571,40,2,519.61,1
12572,9,2,1020.42,1
12573,228,5,717.41,1
12574,316,1,218.45,1
12575,458,2,622.8199999999999,1
12576,36,8,2142.72,1
12577,36,8,1653.75,1
12578,22,4,4642.45,1
12579,79,1,440.42,1
12580,247,2,1052.9,1
12581,40,1,197.71,1
12582,239,4,1980.4,1
12583,3,27,14447.44,1
12584,4,9,2338.15,1
12585,235,2,2040.1,1
12586,18,4,2062.67,1
12587,8,1,144.0,1
12588,40,4,958.78,1
12589,29,8,4695.66,1
12590,212,2,9864.26,1
12591,318,3,1352.15,1
12592,93,5,2582.66,1
12593,109,3,418.09999999999997,1
12594,38,15,5090.110000000001,1
12595,505,1,299.02,1
12596,52,2,618.27,1
12597,20,4,3811.22,1
12598,10,11,4534.09,1
12599,30,13,2296.72,1
12600,29,21,5043.92,1
12601,190,6,681.26,1
12602,59,1,153.12,1
12603,22,1,739.1999999999999,1
12604,80,2,254.18,1
12605,377,4,1232.95,1
12606,683,1,21.0,1
12607,61,1,1579.51,1
12608,405,1,415.79,1
12609,79,9,3435.86,1
12610,23,5,2099.54,1
12611,53,1,1193.32,1
12612,75,1,704.0400000000001,1
12613,58,10,6835.07,1
12614,278,1,315.6,1
12615,3,8,5740.98,1
12616,96,3,1131.1,1
12617,30,1,355.53,1
12618,22,1,177.31,1
12619,17,10,3781.38,1
12620,15,3,1339.41,1
12621,2,35,24775.81,1
12622,233,1,180.1,1
12623,277,7,3747.84,1
12624,107,2,641.13,1
12625,212,4,5164.88,1
12626,24,9,6620.48,1
12627,11,7,4478.53,1
12628,5,3,786.46,1
12629,386,2,1558.22,1
12630,10,2,1270.88,1
12631,58,6,3481.57,1
12632,521,2,804.88,1
12633,59,7,5678.16,1
12634,536,2,490.0,1
12635,90,4,2930.41,1
12636,739,1,141.0,1
12637,68,12,8340.31,1
12638,34,2,921.49,1
12639,239,3,1312.37,1
12640,24,3,1174.58,1
12641,116,1,185.9,1
12642,26,3,1013.26,1
12643,129,12,8350.42,1
12644,130,4,1918.49,1
12645,34,8,3539.3,1
12646,5,2,1346.97,1
12647,23,36,17924.35,1
12648,155,4,1112.0,1
12649,108,8,2294.65,1
12650,4,1,314.44,1
12651,335,4,377.75,1
12652,332,2,1017.03,1
12653,149,3,4160.83,1
12654,11,5,601.98,1
12655,424,1,261.35,1
12656,18,8,6407.83,1
12657,12,4,1643.18,1
12658,19,1,686.05,1
12659,30,1,91.68,1
12660,12,1,245.1,1
12661,437,1,162.0,1
12662,1,20,6988.02,1
12663,625,2,239.4,1
12664,9,11,6070.04,1
12665,325,3,313.6,1
12666,395,1,1248.42,1
12667,59,1,620.13,1
12668,12,10,11444.68,1
12669,151,3,2744.0299999999997,1
12670,11,7,3760.29,1
12671,607,1,2622.481,1
12672,330,2,437.05,1
12673,6,3,1230.02,1
12674,39,4,1970.6,1
12675,554,2,958.5,1
12676,25,11,2843.09,1
12677,556,2,395.1,1
12678,43,21,34281.18,1
12679,59,4,1113.02,1
12680,1,4,880.81,1
12681,15,45,30868.28,1
12682,4,52,24033.91,1
12683,5,21,12696.78,1
12684,8,7,2283.63,1
12685,29,6,2863.08,1
12686,372,1,178.28,1
12687,481,2,2138.91,1
12688,114,1,4873.8099999999995,1
12689,26,2,1247.61,1
12690,206,1,389.01,1
12691,29,7,1170.4,1
12692,638,1,110.95,1
12693,128,7,1703.02,1
12694,71,3,1843.35,1
12695,8,7,1407.1200000000001,1
12696,435,2,851.91,1
12697,29,3,957.59,1
12698,591,1,339.75,1
12699,418,1,638.11,1
12700,8,4,4939.99,1
12701,80,6,2446.41,1
12702,20,1,219.0,1
12703,72,4,1006.53,1
12704,8,8,2340.84,1
12705,16,14,11762.1,1
12707,292,1,603.42,1
12708,30,18,5314.1,1
12709,16,34,31093.34,1
12710,97,3,1149.02,1
12711,612,2,1339.05,1
12712,29,21,7193.66,1
12713,1,1,848.55,1
12714,10,12,14093.71,1
12715,107,1,353.86,1
12716,4,2,1053.49,1
12717,152,3,1308.91,1
12718,72,1,238.25,1
12719,6,2,644.95,1
12720,3,30,8260.67,1
12721,32,8,4013.08,1
12722,86,4,997.63,1
12723,4,5,725.07,1
12724,6,7,2317.52,1
12725,372,4,2694.56,1
12726,29,11,4014.6,1
12727,11,10,5679.53,1
12728,72,5,1070.17,1
12729,114,1,453.01,1
12730,522,1,829.25,1
12731,24,17,25775.71,1
12732,180,1,236.26000000000002,1
12733,235,4,2424.87,1
12734,353,3,639.65,1
12735,316,2,779.5699999999999,1
12736,333,1,234.0,1
12737,499,2,3710.5,1
12738,373,1,310.7,1
12739,79,4,2726.73,1
12740,64,1,427.6,1
12741,530,2,406.07,1
12742,626,1,1201.52,1
12743,135,2,546.43,1
12744,52,11,25317.06,1
12745,487,3,925.41,1
12746,541,1,254.55,1
12747,3,26,9276.539999999999,1
12748,1,336,56599.39,0
12749,4,9,6897.36,1
12750,129,1,275.88,1
12751,445,1,268.27,1
12752,82,1,4366.78,1
12753,23,6,21429.39,1
12754,236,3,3010.74,1
12755,281,11,9030.66,1
12756,87,1,112.07999999999998,1
12757,16,13,7857.1,1
12758,117,7,9903.24,1
12759,53,8,5020.74,1
12760,456,1,347.8,1
12761,458,2,782.95,1
12762,8,2,1898.52,1
12763,139,2,814.16,1
12764,317,1,1693.88,1
12765,473,6,1404.58,1
12766,4,9,10068.28,1
12767,376,1,949.82,1
12768,451,1,168.69000000000003,1
12769,239,1,1143.6,1
12770,211,2,3246.45,1
12771,486,1,282.3,1
12772,60,1,892.47,1
12773,565,1,124.25,1
12774,536,1,98.7,1
12775,18,7,1686.12,1
12776,668,1,55.5,1
12777,458,1,519.45,1
12778,20,9,1775.68,1
12779,38,14,6722.2699999999995,1
12780,599,1,337.4,1
12781,64,2,826.74,1
12782,5,11,4618.24,1
12783,3,6,2225.91,1
12784,10,3,1804.75,1
12785,365,3,1100.4,1
12786,610,1,728.5,1
12787,10,4,862.18,1
12788,464,4,444.9,1
12789,66,3,273.35,1
12790,193,2,591.85,1
12791,374,6,1056.1100000000001,1
12792,257,2,827.01,1
12793,335,3,1017.33,1
12794,54,2,860.41,1
12795,19,1,430.48,1
12796,629,1,381.0,1
12797,366,2,806.11,1
12798,11,4,8510.93,1
12799,530,1,219.35,1
12800,471,3,584.25,1
12801,501,1,1071.82,1
12802,187,7,2416.42,1
12803,394,1,1092.81,1
12804,466,2,327.02,1
12805,382,4,1434.95,1
12806,436,4,2878.96,1
12807,384,1,330.35,1
12808,37,5,906.1,1
12809,178,3,1755.94,1
12810,535,2,534.99,1
12811,261,5,1033.9,1
12812,45,1,229.64000000000001,1
12813,502,3,1687.8,1
12814,102,1,125.92,1
12815,148,2,1063.46,1
12816,96,2,572.2,1
12817,282,3,690.98,1
12818,262,1,1542.08,1
12819,459,1,540.52,1
12820,4,11,2689.52,1
12821,215,2,220.8,1
12822,71,2,948.88,1
12823,75,18,6501.5,1
12824,60,1,397.12,1
12825,522,2,518.63,1
12826,3,12,2955.75,1
12827,6,3,430.15000000000003,1
12828,3,6,1018.71,1
12829,337,3,385.3,1
12830,38,6,6814.64,1
12831,263,3,451.11,1
12832,33,2,383.03,1
12833,146,1,417.38,1
12834,283,1,312.38,1
12835,428,41,6043.31,1
12836,60,15,6585.62,1
12837,174,2,688.41,1
12838,34,10,3398.48,1
12839,3,26,10071.73,1
12840,144,7,4041.97,1
12841,5,40,7540.68,1
12842,71,4,1917.99,1
12843,66,30,6588.41,1
12844,30,4,648.6,1
12845,268,4,354.09,1
12846,683,1,15.58,1
12847,23,2,1636.8999999999999,1
12848,676,1,208.0,1
12849,32,6,3090.56,1
12850,446,1,330.0,1
12851,97,2,284.13,1
12852,295,1,311.55,1
12853,135,11,3907.5,1
12854,79,7,2994.02,1
12855,373,4,650.9399999999999,1
12856,8,6,2179.93,1
12857,211,6,3688.0,1
12858,384,1,177.92,1
12859,459,1,575.1,1
12860,694,1,55.47,1
12861,620,1,68.25,1
12862,426,2,1008.3199999999999,1
12863,53,6,2792.5499999999997,1
12864,139,2,299.57,1
12865,27,4,3323.47,1
12866,284,3,1227.35,1
12867,27,13,7913.29,1
12868,186,8,2247.06,1
12869,682,1,337.66999999999996,1
12870,376,3,1676.95,1
12871,85,3,744.02,1
12872,327,12,3685.4900000000002,1
12873,283,3,2027.3,1
12874,386,2,948.42,1
12875,144,5,1356.99,1
12876,58,4,4081.79,1
12877,4,20,2955.17,1
12878,237,2,854.99,1
12879,45,3,573.22,1
12880,382,2,640.13,1
12881,276,1,298.0,1
12882,10,2,1463.04,1
12883,25,4,703.47,1
12884,89,1,309.05,1
12885,64,3,1175.22,1
12886,68,2,1378.4,1
12887,384,1,222.4,1
12888,215,2,354.12,1
12889,382,4,385.46000000000004,1
12890,25,2,717.27,1
12891,186,11,840.5,1
12892,397,1,263.38,1
12893,31,1,188.14,1
12894,576,1,157.35,1
12895,43,2,372.8,1
12897,205,4,514.25,1
12898,464,2,310.96000000000004,1
12899,414,1,366.4,1
12900,423,1,340.33,1
12901,9,28,17654.54,1
12902,265,1,138.68,1
12903,429,1,833.53,1
12904,19,2,509.58,1
12905,577,2,1018.42,1
12906,12,5,2919.81,1
12907,396,2,508.91,1
12908,177,5,1776.0,1
12909,40,8,3103.19,1
12910,24,13,5796.52,1
12911,552,1,1680.47,1
12912,3,5,1662.3,1
12913,5,13,6700.860000000001,1
12914,401,1,223.98,1
12915,149,4,1174.75,1
12916,139,7,4654.0199999999995,1
12917,129,6,4359.2,1
12918,627,1,10953.5,1
12919,9,6,1335.19,1
12920,18,4,488.09000000000003,1
12921,10,74,35921.04,1
12922,162,1,405.38,1
12923,65,3,789.87,1
12924,89,12,2469.4,1
12925,5,3,729.3299999999999,1
12926,412,4,1548.46,1
12927,395,1,197.31,1
12928,36,12,4304.89,1
12929,312,1,117.85,1
12930,79,2,415.8,1
12931,22,57,92347.34,1
12932,540,8,1698.56,1
12933,25,8,1687.03,1
12934,737,1,181.65,1
12935,3,15,4243.86,1
12936,18,4,1063.9,1
12937,16,9,3097.61,1
12938,26,1,114.14,1
12939,65,20,25264.8,1
12940,55,2,913.54,1
12941,725,1,377.49,1
12942,132,3,942.65,1
12943,559,2,496.5,1
12944,36,2,604.51,1
12945,289,2,900.11,1
12946,437,1,324.45,1
12947,144,6,1908.03,1
12948,17,9,2317.43,1
12949,31,22,15526.7,1
12950,3,3,1843.0,1
12951,9,15,3213.7200000000003,1
12952,6,4,1387.79,1
12953,10,2,828.8100000000001,1
12954,639,1,162.45,1
12955,2,11,4757.16,1
12956,307,4,521.89,1
12957,10,13,8706.97,1
12958,401,2,539.49,1
12959,485,1,150.95,1
12960,414,4,1322.07,1
12961,380,1,211.99,1
12962,8,2,266.39,1
12963,9,12,3601.59,1
12964,438,1,132.24,1
12965,90,1,771.91,1
12966,10,1,160.18,1
12967,359,3,4306.92,1
12968,113,1,135.95,1
12969,603,1,122.45,1
12970,8,10,1524.97,1
12971,4,116,15972.79,1
12972,414,4,1161.2,1
12973,414,1,385.55,1
12974,198,2,408.95,1
12975,437,6,2100.09,1
12976,212,8,3156.38,1
12977,157,4,517.63,1
12978,386,5,2502.82,1
12979,730,1,517.7,1
12980,158,21,16245.78,1
12981,30,2,372.21999999999997,1
12982,243,8,2744.81,1
12983,599,1,490.08000000000004,1
12984,19,1,97.5,1
12985,1,2,1239.38,1
12986,429,10,2729.84,1
12987,74,5,1312.21,1
12988,293,1,535.32,1
12989,4,33,13551.75,1
12990,32,7,955.5,1
12991,24,3,764.82,1
12992,726,1,93.35000000000001,1
12993,24,8,1259.6299999999999,1
12994,5,3,974.4200000000001,1
12995,86,1,211.32,1
12996,376,1,355.5,1
12997,23,8,2110.91,1
12998,493,3,920.08,1
12999,197,3,455.88,1
13000,107,4,1032.5,1
13001,5,33,24172.100000000002,1
13002,319,3,414.13,1
13003,106,3,149.05,1
13004,12,36,11650.85,1
13005,174,4,999.68,1
13006,57,1,81.57,1
13007,580,1,175.25,1
13008,324,3,612.13,1
13009,673,1,234.0,1
13010,375,2,330.12,1
13011,373,1,101.10000000000001,1
13012,10,11,2972.83,1
13013,2,29,12625.77,1
13014,11,11,5381.08,1
13015,54,11,6586.42,1
13016,74,3,789.89,1
13017,8,1,204.0,1
13018,17,35,9763.16,1
13019,380,6,1229.95,1
13020,563,2,618.96,1
13021,5,17,4887.24,1
13022,430,1,65.3,1
13023,65,3,1449.03,1
13024,471,2,555.87,1
13025,732,1,323.39,1
13026,2,9,1733.08,1
13027,114,19,17335.2,1
13028,23,2,661.3199999999999,1
13029,31,5,1927.3,1
13030,12,2,1227.22,1
13031,408,5,3419.27,1
13032,53,9,2843.55,1
13033,358,2,220.55,1
13034,55,3,922.68,1
13035,74,3,1364.2,1
13036,685,1,307.1,1
13037,139,12,3914.9500000000003,1
13038,81,3,908.46,1
13039,585,4,1010.73,1
13040,9,2,676.99,1
13041,451,4,799.13,1
13042,599,3,1556.54,1
13043,274,1,516.42,1
13044,292,11,4853.9,1
13045,100,3,808.92,1
13046,31,3,949.25,1
13047,32,24,8795.16,1
13048,15,9,4084.21,1
13049,65,4,1408.24,1
13050,15,35,12344.53,1
13051,579,2,155.8,1
13052,213,7,3168.53,1
13053,622,1,127.65,1
13055,79,4,2321.11,1
13056,552,1,209.48,1
13057,531,3,722.09,1
13058,25,3,271.40000000000003,1
13059,250,10,2303.17,1
13060,254,1,307.53,1
13061,73,1,248.61,1
13062,192,1,346.98,1
13063,481,1,188.4,1
13064,13,6,1680.74,1
13065,374,5,1260.91,1
13066,25,2,470.8,1
13067,83,3,508.51,1
13068,11,2,344.0,1
13069,1,38,9683.13,1
13070,193,4,751.7,1
13071,613,1,129.22,1
13072,267,1,177.15,1
13073,412,2,418.08,1
13074,512,4,1378.74,1
13075,130,1,919.61,1
13076,458,1,135.4,1
13077,2,11,3064.67,1
13078,4,57,29532.45,1
13079,5,6,419.18,1
13080,180,4,280.73,1
13081,12,28,59205.15,1
13082,127,21,7335.75,1
13083,5,3,395.43,1
13084,492,1,122.39999999999999,1
13085,158,8,2433.28,1
13086,383,1,439.33000000000004,1
13087,727,1,313.64,1
13088,418,1,236.11,1
13089,3,203,116737.86,0
13090,9,24,14103.09,1
13091,29,3,2321.82,1
13092,71,12,2140.28,1
13093,276,55,54943.65,1
13094,22,13,2433.1200000000003,1
13095,71,1,74.39999999999999,1
13096,395,1,419.70000000000005,1
13097,33,28,13389.22,1
13098,2,28,28882.44,1
13099,100,1,207.35999999999999,1
13101,235,4,695.4,1
13102,2,37,11696.92,1
13103,40,3,709.64,1
13104,4,9,1709.1,1
13105,437,1,72.0,1
13106,134,2,603.46,1
13107,45,9,5253.07,1
13108,373,2,1098.52,1
13109,60,3,1134.03,1
13110,32,12,2957.4700000000003,1
13111,719,1,321.88000000000005,1
13112,542,1,20.6,1
13113,1,37,18625.73,1
13114,731,1,234.38,1
13115,12,10,5494.7,1
13116,139,1,501.14,1
13117,22,18,2643.81,1
13118,20,9,2415.41,1
13119,669,1,134.9,1
13120,239,1,30.599999999999998,1
13121,270,1,283.73,1
13122,95,2,922.39,1
13123,473,2,506.75,1
13124,90,4,4782.45,1
13125,524,1,158.57,1
13126,5,13,3998.25,1
13127,78,1,259.17,1
13128,632,1,263.5,1
13129,453,2,233.25,1
13130,95,1,64.0,1
13131,24,7,3313.77,1
13132,262,1,77.3,1
13133,274,3,200.45000000000002,1
13134,86,6,2475.23,1
13135,197,2,3371.45,1
13136,57,13,6274.56,1
13137,11,16,7712.7,1
13138,23,7,1467.24,1
13139,17,8,8202.98,1
13140,109,5,1215.68,1
13141,85,17,7668.58,1
13142,20,1,307.09,1
13143,585,1,405.1,1
13144,333,2,135.35,1
13145,40,7,1423.52,1
13146,27,1,228.91,1
13147,11,4,712.8000000000001,1
13148,30,26,8621.81,1
13149,15,4,1676.06,1
13150,485,3,449.96999999999997,1
13151,296,3,2580.7400000000002,1
13152,418,7,2146.38,1
13153,6,1,486.22,1
13154,400,3,1624.84,1
13155,34,6,1750.18,1
13156,386,3,1586.54,1
13157,50,9,5687.36,1
13158,95,5,1508.18,1
13159,9,4,1437.85,1
13160,23,1,91.8,1
13161,314,2,478.88,1
13162,123,16,9275.49,1
13163,611,1,17.65,1
13164,570,2,372.2,1
13165,47,3,1451.16,1
13166,284,2,884.18,1
13167,19,5,1125.15,1
13168,37,5,1875.31,1
13169,64,3,840.08,1
13170,27,1,116.00999999999999,1
13171,22,3,468.41,1
13172,401,1,69.6,1
13173,5,11,2639.35,1
13174,17,12,9494.84,1
13175,583,2,831.45,1
13176,47,1,492.84,1
13177,65,2,512.2,1
13178,27,21,14059.19,1
13179,619,1,572.3100000000001,1
13180,608,1,86.10000000000001,1
13181,382,1,359.69,1
13182,46,1,121.18,1
13183,8,15,7036.18,1
13184,15,10,1701.29,1
13185,268,1,71.4,1
13186,40,3,1575.89,1
13187,338,4,367.01,1
13188,12,1,114.60000000000001,1
13189,19,2,260.68,1
13190,545,3,570.66,1
13191,659,1,164.69,1
13192,96,6,2558.58,1
13193,62,1,117.88,1
13194,136,2,472.78,1
13195,415,1,172.38,1
13196,12,7,3068.84,1
13197,610,1,373.01000000000005,1
13198,11,8,4974.2300000000005,1
13199,4,67,16432.89,1
13200,20,4,870.09,1
13201,503,4,1240.6100000000001,1
13202,395,7,1580.3,1
13203,10,10,2648.25,1
13204,732,1,966.6600000000001,1
13205,444,1,2803.2,1
13206,401,13,8377.32,1
13207,16,4,535.86,1
13208,59,9,1988.5,1
13209,31,13,8509.51,1
13210,94,1,353.48,1
13211,11,10,2729.32,1
13212,20,3,788.08,1
13213,57,11,3851.52,1
13214,418,7,3264.23,1
13215,403,1,81.6,1
13216,268,1,333.74,1
13217,123,4,666.48,1
13218,128,1,62.63999999999999,1
13219,619,1,76.23,1
13220,79,5,1336.0900000000001,1
13221,241,2,847.41,1
13222,578,1,88.5,1
13223,201,6,969.1200000000001,1
13224,61,2,2155.95,1
13225,4,16,16260.07,1
13226,274,2,312.46,1
13227,202,1,257.7,1
13228,82,1,358.0,1
13229,226,1,160.95,1
13230,5,30,6360.78,1
13232,13,7,1357.6,1
13233,75,4,1176.46,1
13234,673,2,356.95,1
13235,213,1,1031.07,1
13236,25,2,744.85,1
13237,388,1,643.0,1
13238,18,6,1006.63,1
13239,262,5,1594.69,1
13240,97,8,1738.52,1
13241,412,1,115.58,1
13242,113,7,699.4,1
13243,204,5,1278.04,1
13244,93,1,121.74000000000001,1
13245,51,2,989.22,1
13246,19,11,3387.43,1
13247,18,4,501.12,1
13248,125,2,465.68,1
13249,93,9,1608.93,1
13250,461,2,256.04,1
13251,403,1,252.68,1
13252,395,2,399.3,1
13253,157,4,2951.11,1
13254,377,1,51.410000000000004,1
13255,10,3,904.46,1
13257,437,1,149.75,1
13258,12,5,1035.18,1
13259,62,9,1433.38,1
13260,62,1,557.62,1
13261,269,2,944.1,1
13262,264,3,573.45,1
13263,2,39,8704.69,1
13264,443,1,722.5600000000001,1
13265,54,5,2107.66,1
13266,12,19,6135.04,1
13267,3,36,9758.26,1
13268,18,11,3214.69,1
13269,2,28,8891.7,1
13270,367,1,1180.0,1
13271,38,1,217.38,1
13272,32,2,276.56,1
13273,114,1,138.98,1
13274,410,1,360.85,1
13275,384,2,241.66,1
13276,64,5,1939.26,1
13277,16,7,523.3,1
13278,41,4,1435.85,1
13279,79,1,137.75,1
13280,123,7,2322.63,1
13281,440,1,350.85,1
13282,19,4,1313.19,1
13283,60,4,373.36,1
13284,331,1,201.19,1
13285,24,6,3364.59,1
13286,601,1,734.91,1
13287,604,3,781.59,1
13288,444,5,927.61,1
13289,724,1,307.95,1
13290,439,1,208.63,1
13291,156,11,3320.84,1
13292,39,5,994.51,1
13293,393,6,1192.94,1
13294,190,3,1689.53,1
13295,360,4,1101.97,1
13296,138,6,792.51,1
13297,8,7,4368.62,1
13298,2,1,360.0,1
13299,269,3,1218.7,1
13300,170,3,1285.51,1
13301,104,4,618.09,1
13302,156,2,159.2,1
13303,401,1,61.72,1
13304,352,4,1217.99,1
13305,5,16,3754.71,1
13306,431,1,53.65,1
13307,121,3,273.34,1
13308,23,4,1670.3700000000001,1
13309,8,6,1706.3700000000001,1
13310,29,5,1541.2,1
13311,5,2,598.57,1
13312,452,1,124.75,1
13313,23,12,3445.32,1
13314,2,3,775.94,1
13315,690,1,310.26,1
13316,38,10,13191.57,1
13317,67,19,6486.091,1
13318,2,3,640.76,1
13319,6,58,22082.5,1
13320,79,6,2228.1,1
13321,73,2,567.36,1
13322,18,1,199.48000000000002,1
13323,4,5,787.85,1
13324,37,18,10513.47,1
13325,82,1,675.3,1
13326,433,1,281.76,1
13327,39,20,9879.48,1
13328,317,1,1308.48,1
13329,32,8,5112.97,1
13330,93,6,2806.18,1
13331,402,1,262.4,1
13332,15,1,350.9,1
13333,412,3,1015.74,1
13334,83,5,6263.75,1
13336,78,1,795.12,1
13337,547,1,1575.26,1
13338,158,4,2445.62,1
13339,201,1,860.12,1
13340,46,12,22100.56,1
13341,261,1,775.85,1
13343,178,1,353.43,1
13344,68,3,2543.72,1
13345,288,1,389.5,1
13346,463,6,299.4,1
13347,71,1,341.36,1
13348,65,1,233.76,1
13349,11,1,247.32,1
13350,17,2,979.12,1
13351,67,1,373.94,1
13352,61,1,397.97999999999996,1
13354,72,1,743.53,1
13355,123,1,674.7,1
13356,81,1,768.24,1
13357,258,5,3838.36,1
13358,269,1,439.03,1
13359,64,2,1043.31,1
13360,432,4,1553.65,1
13361,473,2,1450.5,1
